,Date,Time,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,SCA,GCA,PassLive,PassLive,Sh,SoT,Dist,FK,PK,np:G-xG,Season,Team
23,2023-02-24,20:00,Matchweek 25,Fri,Away,D,1,1,Fulham,0.8,0.5,49,24399.0,Rúben Neves,4-4-2,Michael Oliver,Match Report,,15.0,2.0,11.0,2.0,8.0,2.0,18.1,0.0,0,0.2,2022,WolverhamptonWanderers
24,2023-03-01,20:00,Matchweek 7,Wed,Away,L,0,2,Liverpool,0.8,2.6,43,53259.0,Rúben Neves,4-2-3-1,Paul Tierney,Match Report,,7.0,0.0,3.0,0.0,4.0,1.0,11.0,0.0,0,-0.8,2022,WolverhamptonWanderers
25,2023-03-04,15:00,Matchweek 26,Sat,Home,W,1,0,Tottenham,0.5,1.2,46,31585.0,Rúben Neves,4-2-3-1,Tim Robinson,Match Report,,13.0,1.0,10.0,0.0,8.0,5.0,21.0,0.0,0,0.5,2022,WolverhamptonWanderers
26,2023-03-12,16:30,Matchweek 27,Sun,Away,L,1,2,Newcastle Utd,1.1,1.8,57,52240.0,Rúben Neves,4-2-3-1,Andy Madley,Match Report,,14.0,2.0,11.0,2.0,7.0,4.0,19.5,1.0,0,-0.1,2022,WolverhamptonWanderers
27,2023-03-18,15:00,Matchweek 28,Sat,Home,L,2,4,Leeds United,2.7,1.6,65,31570.0,Rúben Neves,4-3-3,Michael Salisbury,Match Report,,38.0,2.0,26.0,2.0,23.0,8.0,16.1,1.0,0,-0.7,2022,WolverhamptonWanderers
28,2023-04-01,15:00,Matchweek 29,Sat,Away,D,1,1,Nott'ham Forest,0.5,1.3,71,29368.0,Rúben Neves,4-2-3-1,Chris Kavanagh,Match Report,,15.0,1.0,12.0,0.0,8.0,1.0,17.2,0.0,0,0.5,2022,WolverhamptonWanderers
29,2023-04-08,15:00,Matchweek 30,Sat,Home,W,1,0,Chelsea,0.6,1.1,38,31614.0,Max Kilman,4-4-2,Peter Bankes,Match Report,,13.0,2.0,6.0,2.0,9.0,4.0,24.2,0.0,0,0.4,2022,WolverhamptonWanderers
30,2023-04-15,15:00,Matchweek 31,Sat,Home,W,2,0,Brentford,0.8,1.1,50,30769.0,Max Kilman,4-4-2,Paul Tierney,Match Report,,20.0,4.0,15.0,2.0,11.0,9.0,18.4,0.0,0,1.2,2022,WolverhamptonWanderers
31,2023-04-22,15:00,Matchweek 32,Sat,Away,L,1,2,Leicester City,0.9,2.4,58,32053.0,Max Kilman,4-4-2,Andy Madley,Match Report,,27.0,1.0,17.0,0.0,16.0,3.0,20.7,2.0,0,0.1,2022,WolverhamptonWanderers
32,2023-04-25,19:30,Matchweek 33,Tue,Home,W,2,0,Crystal Palace,1.4,0.8,41,30294.0,Rúben Neves,4-4-2,Robert Jones,Match Report,,12.0,1.0,5.0,0.0,8.0,2.0,17.0,0.0,1,-0.6,2022,WolverhamptonWanderers
33,2023-04-29,15:00,Matchweek 34,Sat,Away,L,0,6,Brighton,0.8,3.3,43,31584.0,Rúben Neves,4-4-2,David Coote,Match Report,,17.0,0.0,14.0,0.0,10.0,2.0,18.7,0.0,0,-0.8,2022,WolverhamptonWanderers
34,2023-05-06,15:00,Matchweek 35,Sat,Home,W,1,0,Aston Villa,0.8,1.5,38,31641.0,Rúben Neves,4-4-2,Stuart Attwell,Match Report,,12.0,2.0,10.0,1.0,6.0,2.0,17.6,0.0,0,0.2,2022,WolverhamptonWanderers
35,2023-05-13,15:00,Matchweek 36,Sat,Away,L,0,2,Manchester Utd,0.3,3.2,52,73570.0,Rúben Neves,4-4-2,John Brooks,Match Report,,8.0,0.0,4.0,0.0,5.0,0.0,10.5,0.0,0,-0.3,2022,WolverhamptonWanderers
36,2023-05-20,15:00,Matchweek 37,Sat,Home,D,1,1,Everton,1.6,2.0,52,31684.0,Rúben Neves,4-4-2,David Coote,Match Report,,20.0,1.0,17.0,0.0,13.0,5.0,17.9,1.0,0,-0.6,2022,WolverhamptonWanderers
37,2023-05-28,16:30,Matchweek 38,Sun,Away,L,0,5,Arsenal,0.5,2.8,49,60095.0,Max Kilman,4-3-3,Andre Marriner,Match Report,,12.0,0.0,7.0,0.0,6.0,0.0,14.7,1.0,0,-0.5,2022,WolverhamptonWanderers
0,2022-08-07,16:30,Matchweek 1,Sun,Home,L,0,2,Manchester City,0.5,2.2,25,62443.0,Declan Rice,4-2-3-1,Michael Oliver,Match Report,,11.0,0.0,9.0,0.0,6.0,1.0,16.3,0.0,0,-0.5,2022,WestHamUnited
1,2022-08-14,14:00,Matchweek 2,Sun,Away,L,0,1,Nott'ham Forest,2.1,1.3,57,29281.0,Declan Rice,4-3-3,Robert Jones,Match Report,,33.0,0.0,20.0,0.0,18.0,3.0,19.3,2.0,0,-1.5,2022,WestHamUnited
2,2022-08-21,14:00,Matchweek 3,Sun,Home,L,0,2,Brighton,0.8,1.7,50,62449.0,Declan Rice,4-2-3-1,Anthony Taylor,Match Report,,22.0,0.0,13.0,0.0,13.0,3.0,16.5,0.0,0,-0.8,2022,WestHamUnited
3,2022-08-28,14:00,Matchweek 4,Sun,Away,W,1,0,Aston Villa,0.6,0.5,42,41796.0,Declan Rice,3-5-2,David Coote,Match Report,,13.0,2.0,12.0,2.0,7.0,2.0,24.8,1.0,0,0.4,2022,WestHamUnited
4,2022-08-31,19:45,Matchweek 5,Wed,Home,D,1,1,Tottenham,1.2,0.6,39,62450.0,Declan Rice,4-2-3-1,Peter Bankes,Match Report,,22.0,2.0,18.0,1.0,14.0,4.0,16.3,0.0,0,-0.2,2022,WestHamUnited
5,2022-09-03,15:00,Matchweek 6,Sat,Away,L,1,2,Chelsea,1.1,0.9,33,39923.0,Declan Rice,3-4-1-2,Andy Madley,Match Report,,11.0,1.0,8.0,0.0,6.0,3.0,15.9,0.0,0,-0.1,2022,WestHamUnited
6,2022-09-18,14:15,Matchweek 8,Sun,Away,L,0,1,Everton,1.0,0.4,47,39298.0,Declan Rice,4-2-3-1,Michael Oliver,Match Report,,23.0,0.0,15.0,0.0,14.0,4.0,15.2,0.0,0,-1.0,2022,WestHamUnited
7,2022-10-01,17:30,Matchweek 9,Sat,Home,W,2,0,Wolves,0.9,0.7,39,62444.0,Declan Rice,4-2-3-1,Paul Tierney,Match Report,,29.0,2.0,24.0,0.0,18.0,5.0,20.3,1.0,0,1.1,2022,WestHamUnited
8,2022-10-09,14:00,Matchweek 10,Sun,Home,W,3,1,Fulham,2.4,0.7,50,62407.0,Declan Rice,4-2-3-1,Chris Kavanagh,Match Report,,33.0,6.0,25.0,2.0,16.0,7.0,16.4,0.0,1,-0.2,2022,WestHamUnited
9,2022-10-16,14:00,Matchweek 11,Sun,Away,D,1,1,Southampton,1.7,0.5,61,29159.0,Declan Rice,3-4-3,Peter Bankes,Match Report,,41.0,2.0,33.0,2.0,25.0,4.0,18.8,0.0,0,-0.7,2022,WestHamUnited
10,2022-10-19,19:30,Matchweek 12,Wed,Away,L,0,1,Liverpool,1.7,1.7,46,52982.0,Declan Rice,4-4-2,Stuart Attwell,Match Report,,16.0,0.0,11.0,0.0,7.0,2.0,15.2,0.0,0,-1.0,2022,WestHamUnited
11,2022-10-24,20:00,Matchweek 13,Mon,Home,W,2,0,Bournemouth,1.9,0.4,55,62447.0,Declan Rice,4-2-3-1,David Coote,Match Report,,36.0,3.0,25.0,2.0,19.0,3.0,21.1,1.0,1,-0.1,2022,WestHamUnited
12,2022-10-30,16:15,Matchweek 14,Sun,Away,L,0,1,Manchester Utd,1.1,1.2,47,73682.0,Declan Rice,4-2-3-1,Chris Kavanagh,Match Report,,23.0,0.0,18.0,0.0,13.0,4.0,22.3,0.0,0,-1.1,2022,WestHamUnited
13,2022-11-06,14:00,Matchweek 15,Sun,Home,L,1,2,Crystal Palace,0.3,1.0,42,62451.0,Declan Rice,4-2-3-1,Paul Tierney,Match Report,,6.0,2.0,4.0,2.0,5.0,2.0,16.7,0.0,0,0.7,2022,WestHamUnited
14,2022-11-12,15:00,Matchweek 16,Sat,Home,L,0,2,Leicester City,1.4,1.8,54,62459.0,Declan Rice,4-2-3-1,Jarred Gillett,Match Report,,31.0,0.0,24.0,0.0,18.0,6.0,16.4,0.0,0,-1.4,2022,WestHamUnited
15,2022-12-26,20:00,Matchweek 17,Mon,Away,L,1,3,Arsenal,1.0,2.1,34,60125.0,Declan Rice,4-2-3-1,Michael Oliver,Match Report,,16.0,2.0,10.0,1.0,7.0,3.0,24.2,0.0,1,-0.2,2022,WestHamUnited
16,2022-12-30,19:45,Matchweek 18,Fri,Home,L,0,2,Brentford,1.3,1.6,63,62467.0,Declan Rice,3-4-3,Darren England,Match Report,,38.0,0.0,29.0,0.0,20.0,5.0,18.2,2.0,0,-1.3,2022,WestHamUnited
17,2023-01-04,19:45,Matchweek 19,Wed,Away,D,2,2,Leeds United,1.4,1.6,38,36173.0,Declan Rice,4-3-3,David Coote,Match Report,,22.0,2.0,16.0,1.0,14.0,1.0,22.5,0.0,1,0.4,2022,WestHamUnited
18,2023-01-14,15:00,Matchweek 20,Sat,Away,L,0,1,Wolves,1.1,0.9,42,31511.0,Declan Rice,4-3-3,Simon Hooper,Match Report,,30.0,0.0,23.0,0.0,16.0,3.0,18.4,0.0,0,-1.1,2022,WestHamUnited
19,2023-01-21,15:00,Matchweek 21,Sat,Home,W,2,0,Everton,2.2,0.5,33,62470.0,Declan Rice,3-4-3,Stuart Attwell,Match Report,,20.0,3.0,12.0,1.0,11.0,4.0,11.9,0.0,0,-0.2,2022,WestHamUnited
20,2023-02-04,17:30,Matchweek 22,Sat,Away,D,1,1,Newcastle Utd,1.0,1.0,38,52256.0,Declan Rice,3-4-3,Peter Bankes,Match Report,,17.0,1.0,11.0,0.0,10.0,1.0,16.2,0.0,0,0.0,2022,WestHamUnited
21,2023-02-11,12:30,Matchweek 23,Sat,Home,D,1,1,Chelsea,1.3,1.1,29,62471.0,Declan Rice,3-4-3,Craig Pawson,Match Report,,17.0,2.0,14.0,2.0,10.0,2.0,13.8,1.0,0,-0.3,2022,WestHamUnited
22,2023-02-19,16:30,Matchweek 24,Sun,Away,L,0,2,Tottenham,0.5,1.5,43,61476.0,Declan Rice,3-4-3,Michael Oliver,Match Report,,9.0,0.0,6.0,0.0,6.0,1.0,16.0,1.0,0,-0.5,2022,WestHamUnited
23,2023-02-25,15:00,Matchweek 25,Sat,Home,W,4,0,Nott'ham Forest,2.7,0.4,49,62469.0,Declan Rice,4-3-3,Jarred Gillett,Match Report,,34.0,8.0,28.0,6.0,18.0,5.0,14.9,0.0,0,1.3,2022,WestHamUnited
24,2023-03-04,15:00,Matchweek 26,Sat,Away,L,0,4,Brighton,0.3,3.5,35,31523.0,Declan Rice,4-2-3-1,Stuart Attwell,Match Report,,6.0,0.0,5.0,0.0,3.0,2.0,12.1,0.0,0,-0.3,2022,WestHamUnited
25,2023-03-12,14:00,Matchweek 27,Sun,Home,D,1,1,Aston Villa,2.1,1.5,41,62472.0,Declan Rice,4-1-4-1,Chris Kavanagh,Match Report,,31.0,2.0,18.0,0.0,16.0,4.0,16.7,0.0,1,-1.4,2022,WestHamUnited
26,2023-04-02,14:00,Matchweek 29,Sun,Home,W,1,0,Southampton,1.4,0.3,43,62498.0,Declan Rice,4-3-3,Paul Tierney,Match Report,,19.0,2.0,10.0,0.0,12.0,2.0,14.2,1.0,0,-0.4,2022,WestHamUnited
27,2023-04-05,20:00,Matchweek 7,Wed,Home,L,1,5,Newcastle Utd,1.0,3.3,42,62481.0,Declan Rice,4-2-3-1,Craig Pawson,Match Report,,10.0,1.0,6.0,0.0,7.0,2.0,19.0,1.0,0,0.0,2022,WestHamUnited
28,2023-04-08,15:00,Matchweek 30,Sat,Away,W,1,0,Fulham,1.1,0.7,24,24491.0,Declan Rice,4-4-2,Jarred Gillett,Match Report,,14.0,0.0,9.0,0.0,9.0,5.0,14.1,0.0,0,-1.1,2022,WestHamUnited
29,2023-04-16,14:00,Matchweek 31,Sun,Home,D,2,2,Arsenal,1.8,2.7,30,62481.0,Declan Rice,4-3-3,David Coote,Match Report,,29.0,3.0,12.0,2.0,15.0,2.0,14.8,1.0,1,0.0,2022,WestHamUnited
30,2023-04-23,14:00,Matchweek 32,Sun,Away,W,4,0,Bournemouth,2.4,1.5,36,10465.0,Declan Rice,4-3-3,Anthony Taylor,Match Report,,31.0,8.0,24.0,7.0,18.0,10.0,16.2,1.0,0,1.6,2022,WestHamUnited
31,2023-04-26,19:45,Matchweek 33,Wed,Home,L,1,2,Liverpool,0.8,1.9,28,62473.0,Declan Rice,4-2-3-1,Chris Kavanagh,Match Report,,12.0,2.0,8.0,2.0,7.0,2.0,15.5,0.0,0,0.2,2022,WestHamUnited
32,2023-04-29,12:30,Matchweek 34,Sat,Away,L,3,4,Crystal Palace,1.7,2.1,41,25148.0,Declan Rice,4-2-3-1,Craig Pawson,Match Report,,13.0,4.0,9.0,2.0,8.0,4.0,16.1,0.0,0,1.3,2022,WestHamUnited
33,2023-05-03,20:00,Matchweek 28,Wed,Away,L,0,3,Manchester City,0.4,2.3,31,53305.0,Aaron Cresswell,4-2-3-1,John Brooks,Match Report,,8.0,0.0,3.0,0.0,6.0,2.0,24.2,0.0,0,-0.4,2022,WestHamUnited
34,2023-05-07,19:00,Matchweek 35,Sun,Home,W,1,0,Manchester Utd,1.3,1.2,35,62477.0,Declan Rice,4-2-3-1,Peter Bankes,Match Report,,21.0,0.0,15.0,0.0,15.0,4.0,15.5,0.0,0,-0.3,2022,WestHamUnited
35,2023-05-14,14:00,Matchweek 36,Sun,Away,L,0,2,Brentford,0.2,3.4,47,17075.0,Angelo Ogbonna,4-2-3-1,Michael Oliver,Match Report,,6.0,0.0,4.0,0.0,4.0,4.0,19.0,0.0,0,-0.2,2022,WestHamUnited
36,2023-05-21,13:30,Matchweek 37,Sun,Home,W,3,1,Leeds United,2.1,0.9,59,62478.0,Declan Rice,4-2-3-1,Peter Bankes,Match Report,,33.0,6.0,26.0,5.0,19.0,9.0,14.6,0.0,0,0.9,2022,WestHamUnited
37,2023-05-28,16:30,Matchweek 38,Sun,Away,L,1,2,Leicester City,1.4,1.4,52,32183.0,Declan Rice,4-2-3-1,Simon Hooper,Match Report,,31.0,1.0,29.0,1.0,16.0,3.0,16.7,0.0,0,-0.4,2022,WestHamUnited
0,2022-08-06,15:00,Matchweek 1,Sat,Home,W,2,0,Aston Villa,0.6,0.7,35,11013.0,Lloyd Kelly,3-4-3,Peter Bankes,Match Report,,11.0,3.0,5.0,1.0,7.0,3.0,15.7,0.0,0,1.4,2022,Bournemouth
1,2022-08-13,15:00,Matchweek 2,Sat,Away,L,0,4,Manchester City,0.1,1.7,33,53453.0,Lloyd Kelly,3-4-3,David Coote,Match Report,,4.0,0.0,4.0,0.0,3.0,1.0,20.6,0.0,0,-0.1,2022,Bournemouth
2,2022-08-20,17:30,Matchweek 3,Sat,Home,L,0,3,Arsenal,0.3,1.3,43,10423.0,Lloyd Kelly,3-1-4-2,Craig Pawson,Match Report,,10.0,0.0,7.0,0.0,6.0,1.0,18.5,1.0,0,-0.3,2022,Bournemouth
3,2022-08-27,15:00,Matchweek 4,Sat,Away,L,0,9,Liverpool,0.3,3.3,31,53328.0,Adam Smith,4-2-3-1,Stuart Attwell,Match Report,,10.0,0.0,7.0,0.0,5.0,2.0,18.2,0.0,0,-0.3,2022,Bournemouth
4,2022-08-31,19:30,Matchweek 5,Wed,Home,D,0,0,Wolves,0.4,1.5,35,10113.0,Lloyd Kelly,4-4-2,Anthony Taylor,Match Report,,7.0,0.0,6.0,0.0,5.0,2.0,16.1,0.0,0,-0.4,2022,Bournemouth
5,2022-09-03,15:00,Matchweek 6,Sat,Away,W,3,2,Nott'ham Forest,0.8,1.9,48,28720.0,Lloyd Kelly,4-2-3-1,Michael Oliver,Match Report,,14.0,5.0,10.0,3.0,8.0,3.0,17.5,0.0,0,2.2,2022,Bournemouth
6,2022-09-17,15:00,Matchweek 8,Sat,Away,D,1,1,Newcastle Utd,0.7,1.9,28,52238.0,Adam Smith,4-2-3-1,Craig Pawson,Match Report,,20.0,2.0,14.0,2.0,10.0,3.0,18.1,0.0,0,0.3,2022,Bournemouth
7,2022-10-01,15:00,Matchweek 9,Sat,Home,D,0,0,Brentford,0.4,0.9,42,10126.0,Adam Smith,4-4-2,Thomas Bramall,Match Report,,12.0,0.0,10.0,0.0,7.0,0.0,15.5,1.0,0,-0.4,2022,Bournemouth
8,2022-10-08,15:00,Matchweek 10,Sat,Home,W,2,1,Leicester City,1.1,1.0,45,10272.0,Adam Smith,4-4-2,Michael Salisbury,Match Report,,15.0,3.0,9.0,2.0,10.0,4.0,15.0,1.0,0,0.9,2022,Bournemouth
9,2022-10-15,15:00,Matchweek 11,Sat,Away,D,2,2,Fulham,1.0,2.1,31,22541.0,Adam Smith,4-2-3-1,Graham Scott,Match Report,,17.0,4.0,12.0,4.0,10.0,6.0,13.0,0.0,0,1.0,2022,Bournemouth
10,2022-10-19,19:30,Matchweek 12,Wed,Home,L,0,1,Southampton,1.0,1.0,54,10405.0,Adam Smith,3-4-3,John Brooks,Match Report,,28.0,0.0,23.0,0.0,15.0,3.0,17.6,1.0,0,-1.0,2022,Bournemouth
11,2022-10-24,20:00,Matchweek 13,Mon,Away,L,0,2,West Ham,0.4,1.9,45,62447.0,Adam Smith,4-2-3-1,David Coote,Match Report,,8.0,0.0,6.0,0.0,5.0,3.0,13.6,0.0,0,-0.4,2022,Bournemouth
12,2022-10-29,15:00,Matchweek 14,Sat,Home,L,2,3,Tottenham,0.5,2.0,31,10430.0,Adam Smith,3-5-1-1,Anthony Taylor,Match Report,,11.0,4.0,9.0,4.0,6.0,4.0,14.0,0.0,0,1.5,2022,Bournemouth
13,2022-11-05,15:00,Matchweek 15,Sat,Away,L,3,4,Leeds United,1.5,2.2,40,36304.0,Adam Smith,4-4-2,Tony Harrington,Match Report,,17.0,6.0,12.0,5.0,9.0,5.0,12.4,0.0,0,1.5,2022,Bournemouth
14,2022-11-12,15:00,Matchweek 16,Sat,Home,W,3,0,Everton,2.4,0.8,36,10382.0,Adam Smith,4-4-2,Craig Pawson,Match Report,,27.0,4.0,19.0,0.0,16.0,8.0,13.6,0.0,0,0.6,2022,Bournemouth
15,2022-12-27,17:30,Matchweek 17,Tue,Away,L,0,2,Chelsea,0.5,1.8,40,40046.0,Lloyd Kelly,5-3-2,Simon Hooper,Match Report,,15.0,0.0,9.0,0.0,9.0,4.0,21.0,2.0,0,-0.5,2022,Bournemouth
16,2022-12-31,15:00,Matchweek 18,Sat,Home,L,0,2,Crystal Palace,0.6,1.6,59,9972.0,Lloyd Kelly,4-4-2,Andre Marriner,Match Report,,11.0,0.0,7.0,0.0,6.0,2.0,14.8,0.0,0,-0.6,2022,Bournemouth
17,2023-01-03,20:00,Matchweek 19,Tue,Away,L,0,3,Manchester Utd,0.6,2.2,42,73322.0,Lloyd Kelly,4-4-2,Michael Salisbury,Match Report,,13.0,0.0,10.0,0.0,7.0,4.0,15.7,1.0,0,-0.6,2022,Bournemouth
18,2023-01-14,17:30,Matchweek 20,Sat,Away,L,0,2,Brentford,0.6,1.4,50,17031.0,Lloyd Kelly,4-4-1-1,Jarred Gillett,Match Report,,11.0,0.0,8.0,0.0,7.0,2.0,18.1,0.0,0,-0.6,2022,Bournemouth
19,2023-01-21,15:00,Matchweek 21,Sat,Home,D,1,1,Nott'ham Forest,1.4,1.9,43,10248.0,Lloyd Kelly,4-4-2,Andy Madley,Match Report,,28.0,2.0,20.0,2.0,16.0,3.0,15.4,2.0,0,-0.4,2022,Bournemouth
20,2023-02-04,15:00,Matchweek 22,Sat,Away,L,0,1,Brighton,1.1,2.2,29,31600.0,Neto,4-4-1-1,Craig Pawson,Match Report,,18.0,0.0,11.0,0.0,12.0,2.0,15.3,0.0,0,-1.1,2022,Bournemouth
21,2023-02-11,17:30,Matchweek 23,Sat,Home,D,1,1,Newcastle Utd,1.5,1.3,34,10419.0,Neto,4-4-1-1,Stuart Attwell,Match Report,,19.0,1.0,16.0,0.0,11.0,4.0,16.5,1.0,0,-0.5,2022,Bournemouth
22,2023-02-18,15:00,Matchweek 24,Sat,Away,W,1,0,Wolves,1.1,1.3,32,31222.0,Neto,4-2-3-1,Michael Salisbury,Match Report,,7.0,2.0,7.0,2.0,5.0,1.0,14.0,0.0,0,-0.1,2022,Bournemouth
23,2023-02-25,17:30,Matchweek 25,Sat,Home,L,1,4,Manchester City,1.0,2.4,35,10481.0,Neto,5-4-1,Paul Tierney,Match Report,,21.0,2.0,12.0,2.0,13.0,2.0,14.2,0.0,0,0.0,2022,Bournemouth
24,2023-03-04,15:00,Matchweek 26,Sat,Away,L,2,3,Arsenal,1.3,2.1,21,60222.0,Neto,5-4-1,Chris Kavanagh,Match Report,,8.0,4.0,5.0,1.0,4.0,4.0,8.1,0.0,0,0.7,2022,Bournemouth
25,2023-03-11,12:30,Matchweek 27,Sat,Home,W,1,0,Liverpool,0.9,1.7,31,10536.0,Neto,4-4-1-1,John Brooks,Match Report,,10.0,2.0,7.0,1.0,5.0,2.0,12.3,0.0,0,0.1,2022,Bournemouth
26,2023-03-18,15:00,Matchweek 28,Sat,Away,L,0,3,Aston Villa,1.3,3.5,44,41021.0,Neto,4-4-1-1,Robert Jones,Match Report,,17.0,0.0,11.0,0.0,10.0,3.0,12.6,1.0,0,-1.3,2022,Bournemouth
27,2023-04-01,15:00,Matchweek 29,Sat,Home,W,2,1,Fulham,2.6,0.8,43,10305.0,Neto,4-4-1-1,Peter Bankes,Match Report,,22.0,3.0,14.0,2.0,12.0,6.0,12.5,0.0,0,-0.6,2022,Bournemouth
28,2023-04-04,19:45,Matchweek 7,Tue,Home,L,0,2,Brighton,1.7,2.7,37,10266.0,Neto,4-4-1-1,Darren Bond,Match Report,,21.0,0.0,16.0,0.0,14.0,3.0,15.8,0.0,0,-1.7,2022,Bournemouth
29,2023-04-08,15:00,Matchweek 30,Sat,Away,W,1,0,Leicester City,1.9,0.6,49,32094.0,Neto,4-2-3-1,David Coote,Match Report,,29.0,0.0,21.0,0.0,19.0,7.0,14.7,1.0,0,-0.9,2022,Bournemouth
30,2023-04-15,15:00,Matchweek 31,Sat,Away,W,3,2,Tottenham,1.3,2.2,42,61369.0,Neto,3-4-3,Andy Madley,Match Report,,16.0,6.0,11.0,4.0,9.0,6.0,17.9,0.0,0,1.7,2022,Bournemouth
31,2023-04-23,14:00,Matchweek 32,Sun,Home,L,0,4,West Ham,1.5,2.4,64,10465.0,Neto,3-4-3,Anthony Taylor,Match Report,,32.0,0.0,27.0,0.0,17.0,5.0,17.4,0.0,0,-1.5,2022,Bournemouth
32,2023-04-27,19:45,Matchweek 33,Thu,Away,W,1,0,Southampton,0.9,0.5,43,30414.0,Neto,3-4-3,Darren England,Match Report,,26.0,2.0,19.0,2.0,16.0,2.0,17.6,0.0,0,0.1,2022,Bournemouth
33,2023-04-30,14:00,Matchweek 34,Sun,Home,W,4,1,Leeds United,1.9,1.6,42,10434.0,Neto,4-2-3-1,Chris Kavanagh,Match Report,,22.0,7.0,16.0,5.0,12.0,7.0,12.5,0.0,0,2.1,2022,Bournemouth
34,2023-05-06,15:00,Matchweek 35,Sat,Home,L,1,3,Chelsea,1.2,1.3,35,10357.0,Neto,4-2-3-1,John Brooks,Match Report,,20.0,2.0,16.0,2.0,10.0,4.0,14.5,0.0,0,-0.2,2022,Bournemouth
35,2023-05-13,15:00,Matchweek 36,Sat,Away,L,0,2,Crystal Palace,0.3,1.5,41,25034.0,Neto,4-2-3-1,Michael Salisbury,Match Report,,9.0,0.0,5.0,0.0,5.0,0.0,19.4,1.0,0,-0.3,2022,Bournemouth
36,2023-05-20,15:00,Matchweek 37,Sat,Home,L,0,1,Manchester Utd,1.0,1.4,41,10240.0,Neto,4-2-3-1,Chris Kavanagh,Match Report,,18.0,0.0,15.0,0.0,10.0,4.0,16.2,1.0,0,-1.0,2022,Bournemouth
37,2023-05-28,16:30,Matchweek 38,Sun,Away,L,0,1,Everton,0.5,1.0,62,39201.0,Adam Smith,4-2-3-1,Stuart Attwell,Match Report,,12.0,0.0,8.0,0.0,7.0,1.0,14.5,0.0,0,-0.5,2022,Bournemouth
0,2022-08-06,15:00,Matchweek 1,Sat,Away,L,0,2,Newcastle Utd,0.3,1.7,39,52245.0,Joe Worrall,3-4-1-2,Simon Hooper,Match Report,,8.0,0.0,4.0,0.0,5.0,0.0,16.0,0.0,0,-0.3,2022,NottinghamForest
1,2022-08-14,14:00,Matchweek 2,Sun,Home,W,1,0,West Ham,1.3,2.1,43,29281.0,Joe Worrall,3-4-1-2,Robert Jones,Match Report,,22.0,1.0,13.0,0.0,13.0,6.0,14.1,1.0,0,-0.3,2022,NottinghamForest
2,2022-08-20,15:00,Matchweek 3,Sat,Away,D,1,1,Everton,1.0,1.5,51,39271.0,Joe Worrall,3-4-1-2,Andre Marriner,Match Report,,20.0,1.0,11.0,0.0,14.0,5.0,19.3,1.0,0,0.0,2022,NottinghamForest
3,2022-08-28,16:30,Matchweek 4,Sun,Home,L,0,2,Tottenham,0.9,2.4,55,29296.0,Joe Worrall,3-4-3,Craig Pawson,Match Report,,25.0,0.0,20.0,0.0,17.0,1.0,20.0,1.0,0,-0.9,2022,NottinghamForest
4,2022-08-31,19:30,Matchweek 5,Wed,Away,L,0,6,Manchester City,0.7,3.3,26,53409.0,Joe Worrall,5-3-2,Paul Tierney,Match Report,,16.0,0.0,13.0,0.0,8.0,1.0,18.4,1.0,0,-0.7,2022,NottinghamForest
5,2022-09-03,15:00,Matchweek 6,Sat,Home,L,2,3,Bournemouth,1.9,0.8,52,28720.0,Joe Worrall,3-4-3,Michael Oliver,Match Report,,20.0,3.0,16.0,0.0,10.0,2.0,17.5,0.0,1,-0.1,2022,NottinghamForest
6,2022-09-16,20:00,Matchweek 8,Fri,Home,L,2,3,Fulham,1.4,0.9,41,28654.0,Ryan Yates,3-4-1-2,Jarred Gillett,Match Report,,17.0,3.0,12.0,2.0,11.0,3.0,16.4,1.0,0,0.6,2022,NottinghamForest
7,2022-10-03,20:00,Matchweek 9,Mon,Away,L,0,4,Leicester City,1.1,1.3,49,32202.0,Steve Cook,4-2-3-1,Robert Jones,Match Report,,13.0,0.0,12.0,0.0,10.0,3.0,15.7,0.0,0,-1.1,2022,NottinghamForest
8,2022-10-10,20:00,Matchweek 10,Mon,Home,D,1,1,Aston Villa,0.3,0.7,40,29208.0,Ryan Yates,4-3-3,Anthony Taylor,Match Report,,12.0,2.0,7.0,0.0,6.0,3.0,18.7,0.0,0,0.7,2022,NottinghamForest
9,2022-10-15,15:00,Matchweek 11,Sat,Away,L,0,1,Wolves,1.5,1.3,42,31554.0,Ryan Yates,4-3-3,Thomas Bramall,Match Report,,13.0,0.0,8.0,0.0,9.0,1.0,19.9,1.0,0,-0.7,2022,NottinghamForest
10,2022-10-18,19:30,Matchweek 12,Tue,Away,D,0,0,Brighton,0.1,1.7,30,31463.0,Ryan Yates,4-3-3,Darren England,Match Report,,6.0,0.0,6.0,0.0,3.0,0.0,11.5,0.0,0,-0.1,2022,NottinghamForest
11,2022-10-22,12:30,Matchweek 13,Sat,Home,W,1,0,Liverpool,1.9,1.6,25,29245.0,Ryan Yates,4-3-3,Paul Tierney,Match Report,,16.0,1.0,14.0,0.0,10.0,7.0,15.9,0.0,0,-0.9,2022,NottinghamForest
12,2022-10-30,14:00,Matchweek 14,Sun,Away,L,0,5,Arsenal,0.4,2.3,31,60263.0,Ryan Yates,4-3-3,Simon Hooper,Match Report,,3.0,0.0,1.0,0.0,5.0,2.0,20.4,0.0,0,-0.4,2022,NottinghamForest
